"Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","b1","b2","b3","b4","b5","b6","Group"
12,0.5,8.5,0.5,4.5,4.5,15,8.5,4.5,4.5,2,11,10,13,14,7,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
11,0.5,5,0.5,5,5,13,9,5,5,2,12,10,14,15,8,"D"
5.5,5.5,13,1,1,9.5,9.5,5.5,1,5.5,3,12,11,14,15,8,"D"
9.5,5.5,9.5,1,1,5.5,12,5.5,1,5.5,3,13,11,14,15,8,"D"
9.5,5,9.5,0.5,0.5,5,13,5,5,5,2,12,11,14,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
9,1.5,9,1.5,1.5,5.5,13,9,1.5,5.5,4,12,11,14,15,7,"D"
11,5.5,5.5,0.5,5.5,5.5,15,5.5,5.5,0.5,2,12,10,13,14,9,"D"
12,1,5.5,1,5.5,1,15,10,5.5,5.5,3,11,9,13,14,8,"D"
12.5,1,5.5,1,1,5.5,12.5,9,5.5,5.5,3,11,10,14,15,8,"D"
9.5,5,9.5,0.5,0.5,5,13,5,5,5,2,12,11,14,15,8,"D"
11,1,13,1,1,4.5,8,8,4.5,8,3,12,10,14,15,6,"D"
9.5,5,9.5,0.5,0.5,5,14,5,5,5,2,12,11,13,15,8,"D"
9.5,6,9.5,1.5,1.5,6,12,6,1.5,1.5,4,13,11,14,15,8,"D"
5.5,5.5,10,5.5,1,10,10,5.5,1,1,3,13,12,14,15,8,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
9.5,1.5,6,1.5,1.5,6,13,9.5,1.5,6,4,12,11,14,15,8,"D"
5.5,5.5,11,1,1,9,13,5.5,5.5,1,3,12,10,14,15,8,"D"
12,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,11,10,13,15,7,"D"
9.5,1.5,9.5,1.5,1.5,5.5,9.5,9.5,1.5,5.5,4,13,12,14,15,7,"D"
9.5,6,9.5,1.5,1.5,6,13,6,1.5,1.5,4,12,11,14,15,8,"D"
13,1,4.5,1,8,1,15,8,8,4.5,3,11,10,12,14,6,"D"
9.5,5,9.5,0.5,5,5,14,5,5,0.5,2,12,11,13,15,8,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
12.5,1,5.5,1,1,5.5,12.5,9,5.5,5.5,3,11,10,14,15,8,"D"
11,5,5,0.5,5,5,15,9,5,0.5,2,12,10,13,14,8,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
11,1,8.5,1,1,5,14,8.5,5,5,3,12,10,13,15,7,"D"
12,1,5.5,1,5.5,1,15,9,5.5,5.5,3,11,10,13,14,8,"D"
9.5,5.5,9.5,1,1,5.5,12,5.5,1,5.5,3,13,11,14,15,8,"D"
9,1,9,1,1,5,13,9,5,5,3,12,11,14,15,7,"D"
9.5,1.5,6,1.5,1.5,6,12,9.5,1.5,6,4,13,11,14,15,8,"D"
9.5,5,9.5,0.5,5,5,14,5,5,0.5,2,12,11,13,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11,1,9,1,1,5.5,14,5.5,5.5,5.5,3,12,10,13,15,8,"D"
9.5,6,9.5,1.5,1.5,6,13,6,1.5,1.5,4,12,11,14,15,8,"D"
9.5,5,9.5,0.5,0.5,5,12,5,5,5,2,13,11,14,15,8,"D"
12.5,1,5.5,1,5.5,1,12.5,10,5.5,5.5,3,11,9,14,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
6,6,13,6,1.5,11,9,1.5,1.5,1.5,4,12,10,14,15,8,"D"
12,1,5.5,1,5.5,5.5,14,9,1,5.5,3,11,10,13,15,8,"D"
9.5,1.5,6,1.5,1.5,6,12,9.5,1.5,6,4,13,11,14,15,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
12.5,1,8.5,1,1,5,12.5,8.5,5,5,3,11,10,14,15,7,"D"
10.5,1,10.5,1,1,5,13,8,5,5,3,12,9,14,15,7,"D"
11,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,12,10,13,15,7,"D"
5,5,12,5,0.5,9.5,9.5,5,0.5,5,2,13,11,14,15,8,"D"
13.5,1.5,7.5,1.5,1.5,1.5,13.5,10,5,7.5,4,11,9,12,15,6,"D"
9.5,5,9.5,0.5,5,5,14,5,5,0.5,2,12,11,13,15,8,"D"
11.5,1.5,6,1.5,1.5,6,11.5,9,1.5,6,4,13,10,14,15,8,"D"
9.5,5.5,9.5,1,5.5,5.5,13,5.5,1,1,3,12,11,14,15,8,"D"
11.5,1.5,8.5,1.5,1.5,5.5,11.5,8.5,1.5,5.5,4,13,10,14,15,7,"D"
12,0.5,8.5,0.5,4.5,4.5,14,8.5,4.5,4.5,2,11,10,13,15,7,"D"
9.5,1.5,6,1.5,1.5,6,12,9.5,1.5,6,4,13,11,14,15,8,"D"
12.5,1,5,1,1,5,12.5,10,5,8,3,11,9,14,15,7,"D"
9.5,6,9.5,1.5,1.5,6,13,6,1.5,1.5,4,12,11,14,15,8,"D"
9.5,5,9.5,0.5,5,5,15,5,5,0.5,2,12,11,13,14,8,"D"
11,1,8.5,1,1,5,13,8.5,5,5,3,12,10,14,15,7,"D"
11,4.5,9,0,4.5,4.5,15,4.5,4.5,4.5,1,12,10,13,14,8,"D"
6.5,6.5,6.5,1,6.5,6.5,14,6.5,1,1,3,12,11,13,15,10,"D"
9,1.5,9,1.5,1.5,5.5,12,9,1.5,5.5,4,13,11,14,15,7,"D"
9,1.5,9,1.5,1.5,5.5,12,9,1.5,5.5,4,13,11,14,15,7,"D"
11.5,1.5,8.5,1.5,1.5,5.5,11.5,8.5,1.5,5.5,4,13,10,14,15,7,"D"
9.5,1.5,6,1.5,1.5,6,12,9.5,1.5,6,4,13,11,14,15,8,"D"
13,1,5,1,5,1,15,10,5,8,3,11,9,12,14,7,"D"
9,5,11,0.5,0.5,5,14,5,5,5,2,12,10,13,15,8,"D"
10,2,7,2,2,7,12,7,2,2,5,13,11,14,15,9,"D"
11,0.5,5,0.5,5,5,14,9,5,5,2,12,10,13,15,8,"D"
9.5,4.5,9.5,0,4.5,4.5,14,4.5,4.5,4.5,1,12,11,13,15,8,"D"
10,6.5,6.5,1.5,1.5,6.5,13,6.5,1.5,1.5,4,12,11,14,15,9,"D"
8.5,4.5,11.5,0.5,0.5,8.5,11.5,4.5,4.5,4.5,2,13,10,14,15,7,"D"
10,6,6,1,6,6,14,6,1,1,3,12,11,13,15,9,"D"
12,3.5,12,3.5,3.5,8,12,8,3.5,8,0,10,6,14,15,1,"E"
11.5,4,11.5,1,4,8,14,8,4,8,0,10,6,13,15,2,"E"
13,2,8,0,4.5,4.5,15,11,8,8,1,10,6,12,14,3,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
12,7.5,7.5,0,7.5,7.5,15,7.5,7.5,3,1,11,4,13,14,2,"E"
11.5,4,8,1,4,8,14,11.5,4,8,0,10,6,13,15,2,"E"
11.5,1.5,11.5,4.5,1.5,7.5,11.5,11.5,4.5,7.5,0,9,6,14,15,3,"E"
14,1,10.5,4.5,4.5,4.5,10.5,10.5,4.5,10.5,0,8,7,13,15,2,"E"
8.5,8.5,12,5,1.5,12,12,5,1.5,5,0,10,7,14,15,3,"E"
12,3.5,8,1,3.5,8,14,8,8,8,0,11,5,13,15,2,"E"
11.5,3.5,11.5,0,3.5,7.5,14,7.5,7.5,7.5,1,10,5,13,15,2,"E"
12,4.5,9,0,9,4.5,15,9,4.5,4.5,1,11,7,13,14,2,"E"
8.5,8.5,12.5,4,1,8.5,12.5,8.5,4,4,0,11,6,14,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
12,8,8,0,8,3.5,15,8,8,3.5,1,11,5,13,14,2,"E"
11.5,7,11.5,0,7,7,15,7,7,3,1,10,4,13,14,2,"E"
8.5,8.5,12.5,3.5,3.5,8.5,12.5,8.5,3.5,3.5,0,11,6,14,15,1,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
11.5,1.5,8.5,1.5,5,5,14,11.5,5,8.5,0,10,7,13,15,3,"E"
13.5,1.5,8.5,1.5,5,5,13.5,11,5,8.5,0,10,7,12,15,3,"E"
11.5,4,11.5,1,4,8,14,8,8,4,0,10,6,13,15,2,"E"
12,3.5,12,3.5,3.5,8,12,8,3.5,8,0,10,6,14,15,1,"E"
13.5,4,10.5,0,4,4,13.5,10.5,7.5,7.5,1,9,6,12,15,2,"E"
12.5,4.5,9,4.5,4.5,9,12.5,9,1,4.5,0,11,7,14,15,2,"E"
11.5,4,11.5,1,4,8,14,8,4,8,0,10,6,13,15,2,"E"
12,2,8,5,2,8,12,12,2,8,0,10,6,14,15,4,"E"
12,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,13,14,2,"E"
12,3.5,12,3.5,3.5,8,12,8,3.5,8,0,10,6,14,15,1,"E"
12,1,8,4,4,8,12,12,4,8,0,10,6,14,15,2,"E"
11.5,1.5,11.5,4.5,1.5,7.5,11.5,11.5,4.5,7.5,0,9,6,14,15,3,"E"
13,3.5,7.5,0,7.5,3.5,15,11,7.5,7.5,1,10,5,12,14,2,"E"
11.5,4,11.5,0,4,4,15,8,8,8,1,10,6,13,14,2,"E"
11.5,3.5,11.5,1,3.5,7.5,14,7.5,7.5,7.5,0,10,5,13,15,2,"E"
13,2,7.5,0,7.5,4,15,11,7.5,7.5,1,10,5,12,14,3,"E"
12.5,2,5,0,8.5,5,15,12.5,5,8.5,1,10,7,11,14,3,"E"
12,4,8.5,0,8.5,8.5,15,8.5,4,4,1,11,6,13,14,2,"E"
11.5,1.5,11.5,4.5,1.5,7.5,11.5,11.5,4.5,7.5,0,9,6,14,15,3,"E"
9.5,4,9.5,4,4,9.5,13,9.5,4,4,0,12,7,14,15,1,"E"
9,9,12,1,4.5,9,14,4.5,4.5,4.5,0,11,7,13,15,2,"E"
12,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,13,14,2,"E"
11.5,4.5,8.5,1,4.5,8.5,14,11.5,4.5,4.5,0,10,7,13,15,2,"E"
11.5,4.5,8.5,1,4.5,4.5,14,11.5,4.5,8.5,0,10,7,13,15,2,"E"
14.5,2,8,0,4.5,4.5,14.5,11,8,8,1,10,6,12,13,3,"E"
13,3.5,7.5,0,7.5,3.5,15,11,7.5,7.5,1,10,5,12,14,2,"E"
11.5,3.5,11.5,1,3.5,7.5,14,7.5,7.5,7.5,0,10,5,13,15,2,"E"
8.5,4,12.5,4,1,8.5,12.5,8.5,4,8.5,0,11,6,14,15,2,"E"
11.5,3.5,11.5,1,3.5,7.5,14,7.5,7.5,7.5,0,10,5,13,15,2,"E"
12,8,8,0,8,8,15,8,3.5,3.5,1,11,5,13,14,2,"E"
9,9,12,1,4.5,9,14,4.5,4.5,4.5,0,11,7,13,15,2,"E"
13,3.5,7.5,0,7.5,3.5,15,11,7.5,7.5,1,10,5,12,14,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
14.5,2.5,7.5,0,7.5,2.5,14.5,11,7.5,7.5,1,10,5,12,13,4,"E"
9.5,9.5,9.5,5,5,9.5,13,5,1.5,1.5,0,12,7,14,15,3,"E"
11.5,4,8,1,4,8,14,11.5,4,8,0,10,6,13,15,2,"E"
12,3.5,8,0,3.5,8,15,8,8,8,1,11,5,13,14,2,"E"
11.5,4.5,8.5,1,4.5,4.5,14,11.5,4.5,8.5,0,10,7,13,15,2,"E"
11.5,3.5,11.5,1,3.5,7.5,14,7.5,7.5,7.5,0,10,5,13,15,2,"E"
12,3.5,8.5,3.5,3.5,8.5,14,8.5,3.5,8.5,0,11,6,13,15,1,"E"
9,9,9,3.5,3.5,9,14,9,3.5,3.5,0,12,6,13,15,1,"E"
9,9,9,1,4,9,14,9,4,4,0,12,6,13,15,2,"E"
8.5,4.5,12,4.5,1,12,12,8.5,4.5,4.5,0,10,7,14,15,2,"E"
12,3.5,8,3.5,3.5,8,12,12,3.5,8,0,10,6,14,15,1,"E"
11.5,5,5,1,9,5,15,11.5,5,5,0,10,8,13,14,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
11.5,3.5,11.5,0,7.5,3.5,15,7.5,7.5,7.5,1,10,5,13,14,2,"E"
11.5,4,11.5,1,4,8,14,8,4,8,0,10,6,13,15,2,"E"
11.5,3.5,11.5,0,3.5,7.5,15,7.5,7.5,7.5,1,10,5,13,14,2,"E"
13,3.5,11,0,7.5,3.5,15,7.5,7.5,7.5,1,10,5,12,14,2,"E"
13,0,8.5,2,5,5,13,13,5,8.5,1,10,7,11,15,3,"E"
12,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,13,14,2,"E"
11.5,4,11.5,1,4,8,14,8,4,8,0,10,6,13,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
12,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,13,14,2,"E"
11.5,4.5,8.5,1,4.5,4.5,14,11.5,4.5,8.5,0,10,7,13,15,2,"E"
12,4,12,4,1,8,12,8,4,8,0,10,6,14,15,2,"E"
14.5,2,7.5,0,7.5,4,14.5,11,7.5,7.5,1,10,5,12,13,3,"E"
11.5,5.5,5.5,1,5.5,5.5,14,11.5,5.5,5.5,0,10,9,13,15,2,"E"
13.5,1.5,8.5,1.5,5,5,13.5,11,5,8.5,0,10,7,12,15,3,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
12,3.5,12,3.5,3.5,8,12,8,3.5,8,0,10,6,14,15,1,"E"
11.5,4.5,8.5,1,4.5,4.5,14,11.5,4.5,8.5,0,10,7,13,15,2,"E"
13,3.5,8,0,8,3.5,15,8,8,8,1,11,5,12,14,2,"E"
8.5,4,14,4,1,8.5,12,8.5,4,8.5,0,11,6,13,15,2,"E"
8,8,12,1,3.5,8,14,8,8,3.5,0,11,5,13,15,2,"E"
11.5,3.5,11.5,1,3.5,7.5,14,7.5,7.5,7.5,0,10,5,13,15,2,"E"
11.5,3.5,11.5,1,3.5,7.5,14,7.5,7.5,7.5,0,10,5,13,15,2,"E"
12,4,8.5,0,4,4,15,8.5,8.5,8.5,1,11,6,13,14,2,"E"
13,2,7.5,0,7.5,4,15,11,7.5,7.5,1,10,5,12,14,3,"E"
12,4,12,4,1,8,12,8,4,8,0,10,6,14,15,2,"E"
9,9,12,1,4.5,9,14,4.5,4.5,4.5,0,11,7,13,15,2,"E"
8,8,12,4.5,1.5,12,12,8,1.5,4.5,0,10,6,14,15,3,"E"
8.5,4,13,8.5,0,8.5,8.5,8.5,2,8.5,1,12,5,14,15,3,"E"
12.5,3.5,8.5,3.5,3.5,8.5,12.5,8.5,3.5,8.5,0,11,6,14,15,1,"E"
12,1.5,8,4.5,4.5,8,12,12,1.5,8,0,10,6,14,15,3,"E"
12,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,13,14,2,"E"
11.5,1,11.5,4,4,7.5,11.5,11.5,4,7.5,0,9,6,14,15,2,"E"
8.5,4.5,12.5,4.5,0,8.5,12.5,8.5,2,8.5,1,11,6,14,15,3,"E"
12,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,13,14,2,"E"
11.5,4.5,8.5,1,4.5,4.5,14,11.5,4.5,8.5,0,10,7,13,15,2,"E"
12,3.5,12,3.5,3.5,8,12,8,3.5,8,0,10,6,14,15,1,"E"
8.5,4.5,12.5,8.5,1.5,12.5,8.5,8.5,1.5,4.5,0,11,6,14,15,3,"E"
11.5,8,11.5,1,4,8,14,8,4,4,0,10,6,13,15,2,"E"
14.5,3.5,9.5,0,6,3.5,14.5,9.5,9.5,9.5,1,7,5,12,13,2,"E"
13.5,4,8,1,4,4,13.5,11,8,8,0,10,6,12,15,2,"E"
13.5,1.5,8,1.5,4.5,4.5,13.5,11,8,8,0,10,6,12,15,3,"E"
11.5,4,8,1,4,8,14,11.5,4,8,0,10,6,13,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
11.5,8,11.5,1,4,8,14,8,4,4,0,10,6,13,15,2,"E"
11.5,4,8,1,4,8,14,11.5,4,8,0,10,6,13,15,2,"E"
12,3.5,12,3.5,3.5,8,12,8,3.5,8,0,10,6,14,15,1,"E"
12,3.5,8,1,3.5,8,14,8,8,8,0,11,5,13,15,2,"E"
8.5,4,12.5,4,1,8.5,12.5,8.5,4,8.5,0,11,6,14,15,2,"E"
13.5,0,8,2,8,4.5,13.5,11,4.5,8,1,10,6,12,15,3,"E"
8.5,8.5,12.5,3.5,3.5,8.5,12.5,8.5,3.5,3.5,0,11,6,14,15,1,"E"
12,4,12,4,1,8,12,8,4,8,0,10,6,14,15,2,"E"
12,3.5,8,0,8,8,15,8,8,3.5,1,11,5,13,14,2,"E"
8,4,12.5,8,0,12.5,8,8,2,8,1,11,5,14,15,3,"E"
11.5,4,8,1,4,8,14,11.5,4,8,0,10,6,13,15,2,"E"
12,3.5,12,3.5,3.5,8,12,8,3.5,8,0,10,6,14,15,1,"E"
11.5,4,8,1,4,8,14,11.5,4,8,0,10,6,13,15,2,"E"
11.5,3.5,11.5,1,3.5,7.5,14,7.5,7.5,7.5,0,10,5,13,15,2,"E"
11.5,1.5,11.5,4.5,1.5,7.5,11.5,11.5,4.5,7.5,0,9,6,14,15,3,"E"
12,4,8.5,1,4,4,14,8.5,8.5,8.5,0,11,6,13,15,2,"E"
11.5,4,11.5,0,4,4,15,8,8,8,1,10,6,13,14,2,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
8.5,8.5,12.5,3.5,3.5,8.5,12.5,8.5,3.5,3.5,0,11,6,14,15,1,"E"
12,4,8.5,1,4,4,14,8.5,8.5,8.5,0,11,6,13,15,2,"E"
12.5,4,9,4,4,9,12.5,9,4,4,0,11,7,14,15,1,"E"
9,9,9,3.5,3.5,9,14,9,3.5,3.5,0,12,6,13,15,1,"E"
11.5,1.5,8,1.5,4.5,8,14,11.5,4.5,8,0,10,6,13,15,3,"E"
8.5,8.5,14,4.5,1,11.5,11.5,4.5,4.5,4.5,0,10,7,13,15,2,"E"
9,4.5,12.5,4.5,1,9,12.5,9,4.5,4.5,0,11,7,14,15,2,"E"
11.5,4,11.5,1,4,8,14,8,4,8,0,10,6,13,15,2,"E"
12,8.5,8.5,1,4,8.5,14,8.5,4,4,0,11,6,13,15,2,"E"
13,3.5,7.5,0,7.5,3.5,15,11,7.5,7.5,1,10,5,12,14,2,"E"
12,4,12,4,4,8.5,12,8.5,4,4,0,10,7,14,15,1,"E"
13,2,8,0,8,4.5,15,11,4.5,8,1,10,6,12,14,3,"E"
8.5,8.5,12.5,3.5,3.5,8.5,12.5,8.5,3.5,3.5,0,11,6,14,15,1,"E"
12,4,9,4,4,9,14,9,4,4,0,11,7,13,15,1,"E"
13,4,8,0,8,4,15,11,4,8,1,10,6,12,14,2,"E"
9,9,9,1,4,9,14,9,4,4,0,12,6,13,15,2,"E"
14,0,10.5,4.5,2,7,10.5,10.5,4.5,10.5,1,8,6,13,15,3,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
11.5,3.5,11.5,1,3.5,7.5,14,7.5,7.5,7.5,0,10,5,13,15,2,"E"
13.5,1.5,8,1.5,4.5,4.5,13.5,11,8,8,0,10,6,12,15,3,"E"
12,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,13,14,2,"E"
8.5,8.5,12,1,4,8.5,14,4,8.5,4,0,11,6,13,15,2,"E"
12,3.5,12,3.5,3.5,8,12,8,3.5,8,0,10,6,14,15,1,"E"
13.5,1.5,8.5,1.5,5,5,13.5,11,5,8.5,0,10,7,12,15,3,"E"
12,7.5,7.5,0,7.5,7.5,15,7.5,7.5,3,1,11,4,13,14,2,"E"
12,4,12,4,1,8,12,8,4,8,0,10,6,14,15,2,"E"
11.5,4,8,1,4,8,14,11.5,4,8,0,10,6,13,15,2,"E"
8,8,12,4,1,12,12,8,4,4,0,10,6,14,15,2,"E"
13,3.5,8,0,8,3.5,15,8,8,8,1,11,5,12,14,2,"E"
8.5,8.5,12.5,3.5,3.5,8.5,12.5,8.5,3.5,3.5,0,11,6,14,15,1,"E"
12.5,4,9,4,4,9,12.5,9,4,4,0,11,7,14,15,1,"E"
12,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,13,14,2,"E"
9,5,12.5,5,1.5,9,12.5,9,1.5,5,0,11,7,14,15,3,"E"
8,8,12.5,3.5,1,8,12.5,8,3.5,8,0,11,5,14,15,2,"E"
12,4.5,9,0,9,4.5,15,9,4.5,4.5,1,11,7,13,14,2,"E"
11.5,1.5,8.5,1.5,5,5,14,11.5,5,8.5,0,10,7,13,15,3,"E"
12.5,4.5,9,4.5,4.5,9,12.5,9,1,4.5,0,11,7,14,15,2,"E"
12,3.5,8,3.5,3.5,8,12,12,3.5,8,0,10,6,14,15,1,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
12,1.5,8,4.5,4.5,8,12,12,1.5,8,0,10,6,14,15,3,"E"
12,4,8.5,0,8.5,4,15,8.5,8.5,4,1,11,6,13,14,2,"E"
14.5,2.5,7.5,0,7.5,2.5,14.5,11,7.5,7.5,1,10,5,12,13,4,"E"
13,4,10.5,0,4,4,15,10.5,7.5,7.5,1,9,6,12,14,2,"E"
11.5,3.5,7.5,1,3.5,7.5,14,11.5,7.5,7.5,0,10,5,13,15,2,"E"
14,1,8,4,4,8,11.5,11.5,4,8,0,10,6,13,15,2,"E"
13,3.5,7.5,0,7.5,3.5,15,11,7.5,7.5,1,10,5,12,14,2,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
7.5,7.5,14,3.5,1,11.5,11.5,7.5,3.5,7.5,0,10,5,13,15,2,"E"
8.5,8.5,12,1,4,8.5,14,8.5,4,4,0,11,6,13,15,2,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
11.5,4,8,1,4,4,14,11.5,8,8,0,10,6,13,15,2,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
13.5,1.5,10,1.5,4.5,4.5,13.5,10,7,10,0,8,6,12,15,3,"E"
9,9,12.5,4,4,9,12.5,4,4,4,0,11,7,14,15,1,"E"
13,3.5,8,0,8,3.5,15,8,8,8,1,11,5,12,14,2,"E"
8.5,8.5,12,5.5,2,12,12,5.5,2,2,0,10,7,14,15,4,"E"
8,4,12.5,8,0,12.5,8,8,2,8,1,11,5,14,15,3,"E"
13.5,4,8,1,4,4,13.5,11,8,8,0,10,6,12,15,2,"E"
9.5,9.5,9.5,4,4,9.5,14,4,4,4,0,12,7,13,15,1,"E"
13,3.5,8,0,8,3.5,15,8,8,8,1,11,5,12,14,2,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
13,4,10.5,0,4,4,15,10.5,7.5,7.5,1,9,6,12,14,2,"E"
11.5,1.5,8.5,1.5,5,5,14,11.5,5,8.5,0,10,7,13,15,3,"E"
12.5,3.5,8.5,3.5,3.5,8.5,12.5,8.5,3.5,8.5,0,11,6,14,15,1,"E"
12,3.5,12,3.5,3.5,8,12,8,3.5,8,0,10,6,14,15,1,"E"
14.5,0.5,7,0.5,7,3,14.5,12,7,10,2,9,5,11,13,4,"E"
12,4,12,4,1,8,12,8,4,8,0,10,6,14,15,2,"E"
13.5,1.5,8.5,1.5,5,5,13.5,11,5,8.5,0,10,7,12,15,3,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
12,3.5,8,0,8,8,15,8,8,3.5,1,11,5,13,14,2,"E"
13.5,1.5,8.5,1.5,5,5,13.5,11,5,8.5,0,10,7,12,15,3,"E"
11.5,4.5,8.5,1,4.5,4.5,14,11.5,4.5,8.5,0,10,7,13,15,2,"E"
13,3.5,7.5,0,7.5,3.5,15,11,7.5,7.5,1,10,5,12,14,2,"E"
15,1.5,7.5,1.5,4.5,4.5,13,10.5,7.5,10.5,0,9,6,12,14,3,"E"
12,4,12,4,1,8,12,8,4,8,0,10,6,14,15,2,"E"
8.5,4,12.5,4,1,8.5,12.5,8.5,4,8.5,0,11,6,14,15,2,"E"
12,3.5,8,0,8,8,15,8,8,3.5,1,11,5,13,14,2,"E"
8,8,12,4,1,12,12,8,4,4,0,10,6,14,15,2,"E"
8.5,8.5,12,1,4,8.5,14,8.5,4,4,0,11,6,13,15,2,"E"
12,4,8.5,0,8.5,8.5,15,8.5,4,4,1,11,6,13,14,2,"E"
8.5,8.5,12,1,4,8.5,14,4,8.5,4,0,11,6,13,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
13,2,7.5,0,7.5,4,15,11,7.5,7.5,1,10,5,12,14,3,"E"
11.5,3.5,11.5,1,3.5,7.5,14,7.5,7.5,7.5,0,10,5,13,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
11.5,4,11.5,1,4,8,14,8,4,8,0,10,6,13,15,2,"E"
12,4,8.5,1,4,8.5,14,8.5,8.5,4,0,11,6,13,15,2,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
11.5,1.5,11.5,4.5,1.5,7.5,11.5,11.5,4.5,7.5,0,9,6,14,15,3,"E"
11.5,4,11.5,1,4,8,14,8,4,8,0,10,6,13,15,2,"E"
12,7.5,7.5,0,7.5,7.5,15,7.5,7.5,3,1,11,4,13,14,2,"E"
12,3,12,3,3,7.5,12,7.5,7.5,7.5,0,10,5,14,15,1,"E"
12.5,4,9,4,4,9,12.5,9,4,4,0,11,7,14,15,1,"E"
9.5,4,9.5,4,4,9.5,13,9.5,4,4,0,12,7,14,15,1,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
13,2,8,0,4.5,4.5,15,11,8,8,1,10,6,12,14,3,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
11.5,4.5,11.5,1,4.5,8.5,14,8.5,4.5,4.5,0,10,7,13,15,2,"E"
12,4.5,9,1,4.5,9,14,9,4.5,4.5,0,11,7,13,15,2,"E"
12,8.5,8.5,1,4,8.5,14,8.5,4,4,0,11,6,13,15,2,"E"
11.5,4,8,1,4,8,14,11.5,4,8,0,10,6,13,15,2,"E"
9,9,9,1,4,9,14,9,4,4,0,12,6,13,15,2,"E"
12,4,8.5,1,4,8.5,14,8.5,4,8.5,0,11,6,13,15,2,"E"
